,subject_cluster_subject_cluster,vehicle_cluster_vehicle_cluster,location_cluster_location_cluster,officer_cluster_officer_cluster,action_cluster_action_cluster,date_cluster_date_cluster,occurrences,Cluster_kmeans
68696,1,0,1,7,33,6,1,1
68697,5,87,2,7,11,9,1,1
68698,2,28,0,2,39,5,1,2
68699,1,63,1,2,13,5,1,2
68700,3,37,1,1,5,7,1,6
68701,5,26,2,1,5,7,1,6
68702,2,91,5,1,5,7,1,6
68703,1,12,0,1,10,7,1,9
68704,1,19,2,1,0,7,1,9
68705,0,7,3,0,5,3,1,0
68706,2,0,6,7,68,9,1,1
68707,1,0,0,1,14,7,1,9
68708,15,7,0,7,11,10,1,1
68709,9,56,3,1,72,2,1,6
68710,1,51,6,2,18,3,1,2
68711,1,2,0,2,13,3,1,2
68712,2,0,0,7,11,2,2,5
68713,9,0,3,1,5,6,1,6
68714,7,64,3,1,5,6,1,6
68715,1,56,1,1,0,6,1,9
68716,4,42,6,7,3,5,1,1
68717,0,22,1,2,39,3,1,2
68718,0,8,1,2,4,3,1,2
68719,3,0,2,7,67,5,1,1
68720,0,2,5,2,17,3,1,2
68721,2,0,1,7,11,5,1,1
68722,1,2,0,2,17,3,1,2
68723,1,81,1,2,2,3,1,2
68724,2,0,6,7,67,7,1,1
68725,8,79,1,2,39,3,1,2
68726,3,4,1,1,0,3,1,6
68727,1,43,0,1,0,3,1,9
68728,9,31,3,1,0,3,1,6
68729,6,14,6,1,6,3,1,6
68730,12,88,3,1,5,3,1,6
68731,12,82,0,1,5,3,1,6
68732,1,15,10,1,0,9,1,9
68733,12,5,1,1,20,7,1,6
68734,0,54,0,0,2,3,1,0
68735,0,64,3,0,2,3,1,0
68736,1,0,1,7,26,9,1,1
68737,1,66,3,7,18,0,1,1
68738,0,17,1,7,72,8,1,1
68739,1,0,1,5,33,3,1,4
68740,1,0,2,5,33,3,1,4
68741,1,75,2,5,12,9,1,4
68742,6,77,2,5,12,9,1,4
68743,1,86,1,5,2,9,1,9
68744,9,0,2,0,10,3,2,5
68745,0,2,1,0,0,3,1,0
68746,0,1,1,0,20,3,1,0
68747,15,0,5,7,54,6,1,1
68748,2,0,0,0,91,3,1,0
68749,2,0,0,7,67,6,2,5
68750,0,82,0,7,3,3,1,1
68751,3,0,1,7,3,3,1,1
68752,4,0,0,7,11,7,1,1
68753,5,2,1,0,4,3,1,0
68754,3,2,1,0,4,3,1,0
68755,9,8,3,0,17,3,1,0
68756,3,0,0,7,61,10,1,1
68757,2,0,6,7,52,9,2,5
68758,1,79,0,7,72,9,1,1
68759,8,24,1,7,72,9,1,1
68760,14,63,0,7,72,9,1,1
68761,0,43,2,7,17,3,1,1
68762,3,13,1,1,7,3,2,6
68763,7,63,1,1,0,7,1,6
68764,4,26,0,7,21,2,1,1
68765,1,0,2,7,54,3,1,1
68766,2,0,10,7,6,9,1,1
68767,2,0,2,7,83,3,1,1
68768,2,31,6,7,11,3,1,1
68769,3,8,10,7,20,6,1,1
68770,2,0,0,7,7,9,1,1
68771,3,2,10,7,20,6,1,1
68772,0,62,10,7,10,9,1,1
68773,2,4,13,7,72,3,1,1
68774,1,14,5,1,0,9,1,9
68775,0,0,7,7,20,7,1,1
68776,5,77,0,1,5,9,1,6
68777,1,42,1,1,0,9,1,9
68778,0,31,1,1,0,9,2,6
68779,2,0,7,7,59,7,2,5
68780,3,5,3,1,0,9,1,6
68781,1,82,1,1,12,7,1,9
68782,1,5,1,1,0,7,2,9
68783,0,22,0,1,12,7,1,6
68784,1,14,6,1,0,9,1,9
68785,1,22,1,1,0,9,2,9
68786,0,0,1,1,46,4,2,5
68787,0,0,10,7,70,2,1,1
68788,6,0,1,1,14,4,2,5
68789,6,0,3,1,14,4,1,6
68790,4,0,0,7,70,2,1,1
68791,1,22,1,1,2,9,1,9
68792,1,78,4,1,2,9,1,9
68793,1,0,4,1,2,9,1,9
68794,8,0,5,1,6,9,1,6
68795,10,0,2,5,70,7,1,4
68796,3,4,6,1,0,2,1,6
68797,1,39,6,1,0,7,1,9
68798,1,50,10,1,5,2,1,9
68799,0,0,1,6,51,6,1,3
68800,0,77,4,6,35,6,1,3
68801,0,77,1,1,72,6,1,6
68802,6,24,8,1,18,6,1,6
68803,11,0,0,7,30,6,1,1
68804,1,24,1,1,18,6,1,9
68805,6,52,3,1,0,2,1,6
68806,1,88,1,1,7,2,1,9
68807,1,22,1,1,0,2,1,9
68808,1,0,3,1,49,7,1,9
68809,0,37,1,1,2,7,1,6
68810,15,0,1,7,70,2,1,1
68811,3,0,6,7,81,7,1,1
68812,4,0,2,7,27,7,1,1
68813,1,5,1,1,20,7,1,9
68814,1,24,2,1,0,7,1,9
68815,1,26,0,1,20,7,1,9
68816,7,0,10,1,0,7,1,6
68817,0,22,1,1,0,7,1,6
68818,0,45,4,1,0,7,1,6
68819,9,0,0,1,0,7,1,6
68820,7,17,4,1,18,5,1,6
68821,1,66,3,1,12,5,1,9
68822,10,18,0,1,2,5,1,6
68823,4,0,2,7,3,10,1,1
68824,0,0,3,6,1,4,1,3
68825,7,23,1,1,18,6,1,6
68826,9,0,5,6,5,4,1,3
68827,0,33,0,2,17,3,1,2
68828,0,3,8,2,18,3,1,2
68829,1,13,4,2,2,7,1,2
68830,0,45,0,2,5,7,1,2
68831,15,0,6,7,5,7,1,1
68832,2,0,1,2,10,3,1,2
68833,0,93,1,2,0,7,1,2
68834,0,9,1,2,39,3,1,2
68835,1,45,8,2,13,3,1,2
68836,1,0,5,2,47,7,1,2
68837,0,0,1,5,9,7,1,4
68838,3,0,2,6,62,4,1,3
68839,4,0,6,7,3,2,1,1
68840,1,3,0,1,7,3,1,9
68841,1,54,1,5,89,9,1,9
68842,15,0,0,5,70,5,1,7
68843,0,0,1,5,16,5,1,4
68844,0,75,2,7,0,8,1,1
68845,1,68,0,2,0,7,1,2
68846,0,2,8,1,18,6,1,6
68847,1,93,1,2,28,7,1,2
68848,7,0,2,5,51,7,1,4
68849,0,2,0,1,18,6,1,6
68850,0,63,8,1,18,6,1,6
68851,6,45,0,2,63,7,1,2
68852,0,2,1,1,18,6,1,6
68853,6,22,0,1,18,10,1,6
68854,2,0,6,7,8,9,1,1
68855,1,0,10,7,10,7,1,1
68856,7,0,1,7,47,6,1,1
68857,12,82,1,1,72,7,1,6
68858,5,5,1,1,35,7,1,6
68859,1,62,1,1,18,7,1,9
68860,1,62,0,1,12,5,1,9
68861,5,0,0,7,1,2,1,1
68862,2,49,3,1,0,7,1,6
68863,1,30,1,1,92,7,1,9
68864,4,30,1,1,92,7,2,5
68865,1,22,0,1,7,3,1,9
68866,1,97,3,1,18,3,1,9
68867,4,82,4,1,87,3,1,6
68868,0,0,13,1,5,3,1,6
68869,0,0,0,1,7,7,1,6
68870,4,0,6,7,10,6,1,1
68871,1,0,5,1,62,9,1,9
68872,0,38,1,1,7,7,1,6
68873,5,58,3,1,0,3,1,6
68874,0,0,1,1,31,7,1,6
68875,5,26,3,1,18,3,1,6
68876,1,30,3,1,18,3,1,9
68877,2,0,2,5,19,7,1,4
68878,14,0,1,1,75,9,1,6
68879,2,77,0,5,86,7,1,7
68880,7,0,0,7,48,4,1,1
68881,2,0,2,6,38,4,1,3
68882,2,0,2,1,0,3,1,6
68883,1,93,1,2,18,3,1,2
68884,5,68,1,1,0,5,1,6
68885,3,34,0,1,0,5,1,6
68886,10,37,2,1,0,5,1,6
68887,6,0,6,7,3,10,1,1
68888,1,1,2,1,2,4,1,9
68889,1,77,2,1,2,4,1,9
68890,4,54,6,7,81,6,1,1
68891,1,34,1,1,43,2,2,9
68892,2,0,6,7,67,6,1,1
68893,4,0,4,7,3,6,1,1
68894,9,47,1,1,0,7,1,6
68895,0,45,5,1,5,7,1,6
68896,0,58,3,1,0,6,1,6
68897,3,25,1,1,0,6,1,6
68898,1,49,3,1,0,6,1,9
68899,14,56,1,1,5,6,1,6
68900,12,41,1,1,0,6,1,6
68901,0,0,5,1,6,9,1,6
68902,0,0,0,7,10,6,2,5
68903,5,0,0,7,11,6,2,5
68904,5,0,7,7,5,6,1,1
68905,5,0,7,7,61,6,1,1
68906,14,9,0,7,33,6,1,1
68907,13,0,3,7,85,2,1,1
68908,2,0,6,7,85,2,1,1
68909,4,67,6,7,81,2,1,1
68910,10,0,1,1,0,7,2,5
68911,4,0,1,7,80,2,1,1
68912,11,0,2,6,5,4,1,3
68913,3,41,1,1,18,9,1,6
68914,1,77,11,1,18,2,1,9
68915,3,0,6,7,30,2,1,1
68916,7,0,5,6,5,4,1,3
68917,4,81,2,1,18,2,1,6
68918,6,63,5,1,2,9,1,6
68919,2,3,5,6,47,4,1,3
68920,0,84,1,1,18,9,1,6
68921,9,39,1,1,2,9,1,6
68922,6,22,6,6,47,4,1,3
68923,5,2,1,6,2,6,1,3
68924,14,0,5,1,0,8,2,5
68925,3,0,7,6,68,6,1,3
68926,0,51,1,6,18,6,1,3
68927,7,0,7,1,0,5,1,6
68928,1,8,1,6,12,6,1,3
68929,1,5,3,6,18,6,1,3
68930,5,0,0,0,51,7,1,0
68931,2,8,0,0,44,9,1,0
68932,6,97,3,0,5,5,1,0
68933,3,0,10,0,5,5,1,0
68934,9,68,5,0,5,5,1,0
68935,6,0,0,2,20,9,1,2
68936,1,0,5,2,56,9,1,2
68937,2,28,1,1,43,2,1,6
68938,0,1,5,1,9,2,1,6
68939,4,0,3,1,14,2,1,6
68940,4,0,1,1,14,2,1,6
68941,1,0,2,7,26,7,1,1
68942,11,0,0,7,59,2,2,5
68943,7,0,8,2,0,6,1,2
68944,11,0,3,7,39,2,1,1
68945,0,14,0,2,0,5,1,2
68946,1,89,1,2,17,9,1,2
68947,4,35,6,7,54,6,1,1
68948,4,0,1,1,0,6,1,6
68949,1,0,2,3,49,6,2,5
68950,0,0,11,1,5,7,1,6
68951,1,82,1,1,72,7,1,9
68952,0,5,1,1,7,7,1,6
68953,1,0,1,1,91,7,1,9
68954,1,70,1,1,18,2,1,9
68955,0,7,8,2,3,9,1,2
68956,3,0,10,7,22,6,1,1
68957,4,0,0,7,67,9,1,1
68958,14,0,7,7,21,9,1,1
68959,12,0,7,7,65,9,1,1
68960,14,2,7,7,10,9,1,1
68961,2,0,7,7,39,9,1,1
68962,5,0,2,7,9,7,1,1
68963,7,0,8,7,26,7,2,5
68964,7,0,4,7,46,7,1,1
68965,12,0,8,7,26,7,1,1
68966,2,33,3,5,12,11,1,4
68967,0,14,1,2,13,5,1,2
68968,0,2,0,2,18,5,1,2
68969,0,0,3,7,51,5,1,1
68970,11,0,1,3,5,13,1,7
68971,1,0,1,6,67,3,3,3
68972,1,33,2,2,13,5,1,2
68973,16,0,13,5,1,9,1,4
68974,11,38,9,7,11,5,1,1
68975,1,0,6,6,10,3,1,3
68976,1,0,14,5,67,3,1,4
68977,5,0,6,7,11,7,1,1
68978,1,71,0,2,5,7,1,2
68979,2,35,11,5,18,3,1,4
68980,8,71,2,5,18,3,1,4
68981,6,0,2,3,48,3,1,4
68982,2,87,6,7,72,1,1,1
68983,6,0,1,1,17,0,1,6
68984,9,0,8,4,1,4,1,8
68985,14,0,12,3,56,13,1,7
68986,12,24,0,3,48,8,1,7
68987,5,0,2,3,20,8,1,4
68988,1,0,10,7,1,1,1,1
68989,7,0,3,3,66,1,1,7
68990,1,0,10,7,20,1,1,1
68991,0,96,0,6,63,7,1,3
68992,1,0,0,6,67,5,1,3
68993,7,0,1,6,26,6,1,3
68994,10,0,3,5,70,3,1,4
68995,0,81,3,0,4,3,1,0
68996,0,0,8,5,24,9,1,4
68997,2,34,0,7,4,9,1,1
68998,1,83,0,5,86,9,1,7
68999,0,39,3,5,12,9,1,4
69000,1,39,0,5,12,9,1,7
69001,4,7,5,1,18,3,1,6
69002,0,87,5,6,10,3,1,3
69003,6,23,1,1,56,5,1,6
69004,2,0,9,1,0,5,1,6
69005,2,84,3,1,7,5,1,6
69006,1,83,11,1,18,3,1,9
69007,1,52,2,7,12,1,1,1
69008,1,23,3,1,13,0,1,9
69009,1,9,2,1,3,5,1,9
69010,1,12,1,1,0,5,1,9
69011,1,0,2,1,79,5,1,9
69012,4,0,3,1,0,3,2,5
69013,1,83,8,1,18,3,1,9
69014,14,22,2,1,87,3,1,6
69015,3,3,3,1,87,3,1,6
69016,1,87,1,1,12,12,1,9
69017,1,70,0,0,4,3,1,0
69018,5,6,0,1,4,0,1,6
69019,12,38,1,1,18,3,1,6
69020,1,0,7,1,3,2,1,9
69021,15,0,0,3,71,14,1,7
69022,2,0,12,3,19,14,1,7
69023,7,0,9,3,3,14,1,7
69024,0,0,1,3,3,14,1,7
69025,2,0,0,3,10,14,2,5
69026,1,13,3,1,5,5,1,9
69027,9,31,1,1,0,5,1,6
69028,6,39,5,1,18,5,1,6
69029,15,0,4,7,70,10,1,1
69030,6,0,3,7,5,13,1,1
69031,10,0,6,7,67,13,1,1
69032,5,13,10,1,87,5,1,6
69033,1,57,3,7,18,13,1,1
69034,1,57,7,7,18,13,1,1
69035,5,0,5,0,0,11,1,0
69036,15,0,3,7,3,2,1,1
69037,14,0,4,2,54,12,1,2
69038,7,59,6,2,21,9,1,2
69039,13,0,2,3,14,10,1,4
69040,1,0,6,7,31,12,1,1
69041,1,82,7,1,1,12,1,9
69042,0,15,3,1,0,12,1,6
69043,0,52,0,7,20,1,1,1
69044,5,0,2,7,7,1,1,1
69045,0,0,2,3,22,11,1,4
69046,16,0,4,3,11,5,1,7
69047,0,33,8,1,0,5,1,6
69048,1,45,1,1,87,5,1,9
69049,1,93,0,1,43,5,1,9
69050,1,0,2,1,28,5,1,9
69051,15,0,6,7,10,11,1,1
69052,0,2,5,2,20,5,1,2
69053,10,0,13,4,21,11,1,8
69054,3,16,3,1,87,3,1,6
69055,0,7,1,1,18,9,2,6
69056,1,46,1,1,2,9,1,9
69057,1,0,4,1,24,9,1,9
69058,14,82,2,7,18,3,1,1
69059,4,0,7,7,63,4,1,1
69060,7,0,6,7,10,11,1,1
69061,10,0,2,7,10,11,1,1
69062,2,0,2,7,22,11,1,1
69063,0,82,1,0,17,9,2,0
69064,15,0,6,7,48,11,1,1
69065,10,87,6,7,72,3,1,1
69066,1,26,1,1,4,7,1,9
69067,11,0,2,3,5,7,2,5
69068,3,0,0,3,30,7,1,7
69069,2,0,1,6,11,7,1,3
69070,10,0,8,7,26,7,2,5
69071,8,0,1,0,60,7,1,0
69072,1,83,8,0,1,7,2,5
69073,6,0,0,0,5,7,1,0
69074,1,0,4,7,41,2,2,5
69075,1,63,1,2,42,9,1,2
69076,0,0,1,2,32,6,1,2
69077,1,39,1,2,86,6,1,2
69078,0,39,1,2,4,6,1,2
69079,16,47,0,1,18,9,1,6
69080,12,0,1,2,5,9,1,2
69081,0,22,1,1,18,9,1,6
69082,2,55,0,1,26,9,1,6
69083,4,0,1,1,26,9,1,6
69084,3,0,0,1,0,6,2,5
69085,14,15,3,1,0,6,1,6
69086,1,82,0,1,2,9,1,9
69087,11,0,0,7,0,4,1,1
69088,6,17,1,1,18,4,1,6
69089,2,8,6,7,11,4,1,1
69090,14,31,1,1,18,9,1,6
69091,1,0,1,5,6,7,1,4
69092,4,0,1,7,11,4,1,1
69093,1,54,1,1,2,9,1,9
69094,16,0,7,7,6,4,1,1
69095,4,0,7,7,90,4,1,1
69096,16,0,7,7,63,4,1,1
69097,15,0,7,7,67,4,1,1
69098,12,0,2,7,6,4,1,1
69099,0,55,7,7,21,4,1,1
69100,2,0,7,7,72,4,1,1
69101,5,24,0,1,0,5,1,6
69102,2,0,7,7,30,4,1,1
69103,6,0,7,7,0,4,1,1
69104,5,0,7,7,38,4,1,1
69105,0,0,7,7,28,4,1,1
69106,12,0,2,7,1,4,1,1
69107,0,93,1,2,5,7,1,2
69108,15,37,6,7,3,4,1,1
69109,1,23,1,5,83,7,1,9
69110,1,31,1,5,12,7,1,9
69111,1,52,6,1,2,9,1,9
69112,1,42,4,1,18,9,1,9
69113,4,77,1,1,2,9,1,6
69114,1,0,5,0,49,6,1,0
69115,1,45,5,1,18,5,1,9
69116,1,42,1,0,6,7,1,0
69117,4,0,1,2,6,9,1,2
69118,10,0,1,7,0,5,1,1
69119,1,63,5,2,18,3,1,2
69120,0,0,1,7,11,7,2,5
69121,1,9,1,2,17,3,2,2
69122,0,42,4,0,18,7,1,0
69123,2,41,1,0,72,7,1,0
69124,4,0,6,5,5,5,1,4
69125,3,0,5,5,27,5,1,4
69126,0,8,3,5,18,7,1,4
69127,2,67,1,5,18,7,1,4
69128,9,0,0,5,67,7,1,7
69129,1,40,0,1,18,9,1,9
69130,1,40,1,1,18,9,1,9
69131,1,40,4,1,18,9,1,9
69132,0,2,3,1,87,9,1,6
69133,2,33,3,1,43,9,1,6
69134,1,66,3,1,18,5,1,9
69135,7,93,3,1,18,5,1,6
69136,1,51,1,1,18,5,1,9
69137,9,11,3,7,17,2,1,1
69138,1,4,0,1,5,5,1,9
69139,5,13,0,1,2,5,1,6
69140,0,91,1,1,2,5,1,6
69141,16,87,7,1,2,5,1,6
69142,0,55,1,1,2,5,1,6
69143,1,41,4,0,5,7,1,0
69144,0,53,8,0,0,7,1,0
69145,9,63,8,0,18,7,1,0
69146,1,7,1,1,2,9,1,9
69147,3,13,1,1,0,6,1,6
69148,7,24,3,1,0,9,1,6
69149,1,83,0,1,0,9,1,9
69150,14,0,1,5,1,9,1,4
69151,1,2,5,0,5,5,1,0
69152,16,42,2,5,17,5,1,4
69153,1,56,1,0,5,5,1,0
69154,0,49,2,5,12,5,1,4
69155,5,0,4,1,2,5,1,6
69156,5,0,2,1,2,5,1,6
69157,9,11,8,2,17,7,1,2
69158,1,83,1,1,12,9,1,9
69159,1,3,2,1,2,9,1,9
69160,2,0,6,7,30,6,1,1
69161,6,0,1,2,10,5,1,2
69162,12,48,2,1,4,9,1,6
69163,5,2,1,1,4,9,1,6
69164,5,2,2,1,4,9,1,6
69165,0,0,8,1,5,9,1,6
69166,1,22,1,1,18,9,1,9
69167,3,97,10,1,0,6,1,6
69168,1,35,1,1,7,9,1,9
69169,4,73,3,1,18,9,1,6
69170,2,0,6,1,5,7,1,6
69171,1,5,2,5,12,5,1,4
69172,1,21,3,0,4,5,1,0
69173,0,0,10,7,26,5,1,1
69174,1,0,10,7,26,5,1,1
69175,5,0,3,7,26,5,1,1
69176,13,35,1,7,18,5,1,1
69177,5,0,2,5,34,9,1,4
69178,3,0,2,5,67,9,2,5
69179,11,0,2,5,0,9,1,4
69180,1,34,0,5,18,9,1,7
69181,10,0,2,5,27,9,2,5
69182,2,0,2,5,41,9,1,4
69183,16,1,2,5,76,5,1,4
69184,1,0,2,1,26,2,2,5
69185,2,12,1,2,20,9,1,2
69186,1,62,3,0,5,7,1,0
69187,1,22,3,1,12,9,1,9
69188,11,63,9,1,2,9,1,6
69189,2,0,10,1,24,4,1,6
69190,4,0,1,1,0,9,1,6
69191,2,2,7,7,44,9,1,1
69192,1,10,4,2,13,9,1,2
69193,0,93,5,2,4,9,1,2
69194,0,17,5,2,18,9,1,2
69195,1,54,0,2,0,9,1,2
69196,0,9,8,2,12,9,1,2
69197,7,0,6,7,26,10,1,1
69198,12,0,3,7,26,10,1,1
69199,1,7,13,2,13,9,1,2
69200,0,9,1,2,86,9,1,2
69201,2,58,10,1,2,2,1,6
69202,4,49,1,1,18,2,1,6
69203,8,37,0,7,2,2,1,1
69204,1,51,8,1,2,2,1,9
69205,1,63,3,1,18,2,2,9
69206,1,50,1,1,18,2,1,9
69207,0,90,5,1,2,2,1,6
69208,5,42,1,1,2,2,1,6
69209,1,0,6,7,1,2,1,1
69210,0,50,3,1,18,5,1,6
69211,2,75,3,1,18,5,1,6
69212,5,0,3,1,2,5,1,6
69213,1,38,1,1,2,9,1,9
69214,1,38,0,1,2,9,1,9
69215,9,45,5,1,18,9,1,6
69216,9,79,1,1,18,9,1,6
69217,0,34,1,1,2,9,1,6
69218,2,35,6,7,54,6,1,1
69219,1,35,5,2,0,7,1,2
69220,8,71,4,2,3,7,1,2
69221,1,71,1,2,7,7,1,2
69222,0,96,4,7,5,3,1,1
69223,4,21,3,0,0,3,1,0
69224,4,15,1,0,17,3,1,0
69225,1,84,8,0,10,11,1,0
69226,0,11,3,0,10,11,1,0
69227,0,24,1,1,5,11,1,6
69228,3,2,0,1,43,5,1,6
69229,9,0,1,3,11,11,1,7
69230,0,0,13,7,1,1,1,1
69231,4,28,2,3,0,13,1,4
69232,0,0,2,3,43,8,1,4
69233,0,0,5,7,10,7,1,1
69234,0,83,1,0,17,9,1,0
69235,3,88,1,0,88,9,1,0
69236,0,79,1,0,88,9,1,0
69237,1,5,0,0,17,9,1,0
69238,14,88,2,5,9,9,1,4
69239,0,82,1,0,63,1,1,0
69240,0,83,8,4,18,12,1,8
69241,7,97,8,4,4,12,1,8
69242,1,24,1,1,0,11,1,9
69243,6,19,1,1,0,11,1,6
69244,1,13,3,1,7,11,1,9
69245,4,0,7,7,5,1,1,1
69246,4,0,7,7,37,1,1,1
69247,15,0,7,7,55,13,1,1
69248,0,0,5,7,24,1,1,1
69249,4,0,7,7,55,1,1,1
69250,3,79,8,5,9,9,1,4
69251,12,4,7,7,17,1,1,1
69252,1,0,9,2,20,13,1,2
69253,12,21,0,2,13,13,1,2
69254,11,0,1,1,18,7,1,6
69255,0,31,7,1,53,13,1,6
69256,12,0,4,7,33,1,1,1
69257,5,0,1,6,10,14,1,3
69258,9,0,3,1,1,5,1,6
69259,10,0,2,3,14,10,1,4
69260,4,17,2,3,0,4,1,4
69261,1,0,4,7,3,11,3,1
69262,4,0,4,7,0,5,2,5
69263,0,13,0,2,38,11,1,2
69264,5,3,1,2,11,9,1,2
69265,1,7,1,2,4,9,1,2
69266,0,45,1,2,3,9,1,2
69267,1,98,3,2,13,5,1,2
69268,1,45,0,2,6,5,1,2
69269,9,0,3,0,20,13,1,0
69270,9,0,3,0,64,13,1,0
69271,15,0,2,3,7,8,1,4
69272,10,12,2,3,1,13,1,4
69273,1,0,0,1,10,11,3,9
69274,3,0,0,5,74,8,1,7
69275,1,0,13,1,76,1,1,9
69276,6,0,1,1,44,1,1,6
69277,7,0,1,1,7,9,1,6
69278,0,83,1,5,12,9,1,4
69279,0,83,10,5,12,9,1,4
69280,7,86,1,1,7,9,1,6
69281,9,0,0,1,0,11,1,6
69282,3,0,0,1,7,11,2,5
69283,7,0,0,1,0,11,1,6
69284,1,0,4,1,6,11,2,5
69285,1,26,4,1,17,3,1,9
69286,1,11,3,1,18,9,1,9
69287,1,12,1,1,35,9,1,9
69288,1,7,10,1,35,3,1,9
69289,3,35,3,1,10,3,1,6
69290,12,0,10,7,48,11,1,1
69291,2,21,7,7,6,10,1,1
69292,11,31,0,7,5,5,1,1
69293,3,2,4,1,0,3,1,6
69294,1,0,13,4,40,5,1,8
69295,14,8,1,1,35,3,1,6
69296,0,64,10,1,3,3,1,6
69297,1,12,0,1,18,7,1,9
69298,12,33,4,1,0,3,1,6
69299,0,0,6,1,0,3,3,6
69300,1,18,10,1,88,3,1,9
69301,5,6,1,1,0,3,1,6
69302,1,86,4,1,0,7,1,9
69303,0,7,1,2,18,14,1,2
69304,1,24,5,2,0,14,1,2
69305,9,0,1,6,63,0,2,5
69306,5,96,1,2,35,14,1,2
69307,8,0,8,4,11,12,1,8
69308,3,0,4,1,39,8,1,6
69309,1,15,1,6,42,7,1,3
69310,3,0,10,7,46,10,2,5
69311,1,9,3,1,0,14,1,9
69312,4,0,18,3,10,13,1,7
69313,3,88,3,1,87,8,1,6
69314,1,79,1,1,87,8,1,9
69315,0,0,12,0,0,12,1,0
69316,2,22,0,7,5,12,1,1
69317,4,0,7,7,46,1,1,1
69318,11,43,1,7,18,8,1,1
69319,2,2,0,6,12,1,1,3
69320,0,31,0,6,72,12,1,3
69321,1,0,6,6,5,5,1,3
69322,3,0,0,6,25,5,1,3
69323,0,80,3,2,13,9,1,2
69324,7,80,5,2,8,9,1,2
69325,0,15,1,6,21,7,1,3
69326,1,80,3,2,86,9,1,2
69327,7,21,1,6,21,7,1,3
69328,2,5,6,7,53,11,1,1
69329,14,0,7,4,0,11,1,8
69330,5,0,8,4,0,11,1,8
69331,6,0,8,4,11,11,1,8
69332,0,77,6,7,3,1,1,1
69333,1,49,1,2,21,9,1,2
69334,2,0,0,7,27,1,1,1
69335,15,14,8,4,10,11,1,8
69336,2,0,3,6,45,5,1,3
69337,2,0,1,6,45,5,1,3
69338,5,17,6,7,5,13,1,1
69339,14,0,7,7,55,13,1,1
69340,0,21,1,1,18,11,1,6
69341,0,0,5,3,70,1,2,5
69342,1,2,0,3,53,8,1,7
69343,6,0,3,7,31,8,1,1
69344,1,2,12,3,20,8,1,7
69345,15,4,8,7,2,8,1,1
69346,2,0,1,3,43,8,1,7
69347,3,0,1,7,26,8,1,1
69348,1,76,1,1,7,11,2,9
69349,11,13,8,4,0,12,1,8
69350,3,0,1,7,15,8,1,1
69351,14,35,8,4,10,12,1,8
69352,1,78,1,2,17,9,1,2
69353,1,31,1,2,10,3,1,2
69354,2,0,0,5,26,9,2,5
69355,3,93,8,4,13,11,1,8
69356,3,49,8,4,17,11,1,8
69357,10,0,1,7,40,11,1,1
69358,8,0,5,7,5,8,1,1
69359,2,0,2,3,91,1,1,4
69360,0,0,2,3,81,13,1,4
69361,14,0,9,3,19,1,1,7
69362,5,4,3,7,2,8,1,1
69363,5,0,0,3,19,1,1,7
69364,4,0,2,3,92,13,2,5
69365,4,0,2,3,50,13,1,4
69366,1,8,1,1,2,1,1,9
69367,0,88,3,1,3,1,1,6
69368,8,0,1,1,11,1,1,6
69369,10,0,0,7,70,11,1,1
69370,8,0,1,0,15,11,2,5
69371,8,0,0,0,40,11,1,0
69372,1,26,3,0,5,8,1,0
69373,1,0,1,5,7,6,1,4
69374,5,22,10,2,17,9,1,2
69375,1,15,1,1,28,9,1,9
69376,6,0,1,2,3,3,1,2
69377,1,59,1,1,26,9,1,9
69378,0,7,3,1,7,9,1,6
69379,1,8,10,2,28,6,1,2
69380,6,0,12,1,3,1,1,6
69381,8,87,3,1,2,1,1,6
69382,8,70,1,1,2,1,1,6
69383,5,0,6,7,0,8,1,1
69384,15,0,9,3,0,1,1,7
69385,10,0,0,5,70,3,1,7
69386,0,0,0,3,26,7,2,5
69387,0,0,2,3,9,13,1,4
69388,12,70,1,1,2,1,1,6
69389,16,54,3,5,2,9,1,4
69390,1,8,1,2,21,8,1,2
69391,6,0,1,5,11,11,1,4
69392,0,0,2,2,3,3,1,2
69393,7,76,0,0,4,3,1,0
69394,0,5,0,2,4,3,1,2
69395,10,4,6,0,17,7,1,0
69396,8,0,8,4,0,8,1,8
69397,8,0,2,0,64,8,2,5
69398,11,0,0,7,48,11,1,1
69399,7,0,3,7,15,8,1,1
69400,15,0,2,3,71,8,1,4
69401,3,0,9,7,13,8,1,1
69402,1,0,6,7,0,8,1,1
69403,10,0,0,5,26,9,1,7
69404,5,54,2,7,0,8,1,1
69405,11,0,7,3,1,13,1,7
69406,11,31,2,3,1,8,1,4
69407,0,0,5,3,24,13,1,7
69408,15,34,2,3,84,13,1,4
69409,0,0,18,3,3,13,1,7
69410,11,0,2,7,31,11,1,1
69411,1,0,1,7,31,11,1,1
69412,3,88,1,1,87,8,1,6
69413,1,0,5,7,0,14,1,1
69414,4,56,0,7,2,14,1,1
69415,10,5,1,7,10,12,1,1
69416,4,22,9,3,92,8,1,7
69417,12,5,10,2,3,3,1,2
69418,2,1,7,0,1,3,1,0
69419,1,0,1,1,50,3,3,9
69420,1,0,3,1,50,3,2,5
69421,3,34,13,1,6,2,1,6
69422,0,0,4,1,7,2,1,6
69423,15,0,2,7,77,10,1,1
69424,1,38,3,1,21,10,1,9
69425,6,81,0,0,64,8,1,0
69426,11,0,5,0,10,8,1,0
