,INCIDENT_UNIQUE_IDENTIFIER,SUBJECT_GENDER,SUBJECT_DETAILS,SUBJECT_RACE,SUBJECT_DETAILS.2,SEARCH_REASON,INCIDENT_REASON,INCIDENT_REASON.1,VEHICLE_MAKE,VEHICLE_YEAR,VEHICLE_COLOR,VEHICLE_DETAILS,VEHICLE_DETAILS.1,OFFICER_SUPERVISOR,OFFICER_ID,OFFICER_ASSIGNMENT,OFFICER_AGE,LOCATION_STREET_NUMBER,LOCATION_CITY,Year,Month,Day,UNKNOWN_FIELD_TYPE,UNKNOWN_FIELD_TYPE,UNKNOWN_FIELD_TYPE,UNKNOWN_FIELD_TYPE,UNKNOWN_FIELD_TYPE,SEARCH_CONDUCTED,SEARCH_CONDUCTED,DISPOSITION,DISPOSITION,DISPOSITION,subject_Cluster_K_Means,subject_Cluster_GMM,vehicle_Cluster_K_Means,vehicle_Cluster_GMM,location_Cluster_K_Means,location_Cluster_GMM,officer_Cluster_K_Means,officer_Cluster_GMM,action_Cluster_K_Means,action_Cluster_GMM,date_Cluster_K_Means,date_Cluster_GMM
55994,OTHER,1,NO,Hispanic,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,FORD,2000.0,RED,DRIVER,MA,11610.0,OTHER,10,0.1,OTHER,Hyde Park,0.25,0.4545454545454545,0.9,0,1,0,1,1,1,0,0,1,0,9,12,3,7,0,35,1,3,5,2,3,23
149992,OTHER,1,YES,Black,Dark,REASONABLE SUSPICION,INVESTIGATIVE,WARRANTS,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10591.0,102399,9,0.17142857142857143,822,Jamaica Plain,1.0,0.36363636363636365,0.3333333333333333,0,1,1,1,1,1,0,0,1,0,2,26,0,0,0,24,3,4,1,23,7,46
107589,OTHER,1,YES,Black,Dark,REASONABLE SUSPICION,MOTOR VEHICLE VIOLATION,VAL,HONDA,2001.0,BLUE,DRIVER,MA,10965.0,126514,5,0.17142857142857143,1350,Dorchester,1.0,0.1818181818181818,0.8,0,1,0,1,1,1,1,0,1,0,2,2,6,4,1,10,3,1,6,28,15,51
67941,OTHER,1,YES,Black,Med,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11610.0,103598,3,0.18571428571428572,485,Dorchester,0.75,0.0,0.2,0,1,0,1,0,1,0,0,1,0,1,28,0,0,1,5,3,4,1,5,4,30
104165,OTHER,1,YES,Black,Dark,PROBABLE CAUSE,OTHER,TRESPASSING,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10965.0,51667,5,0.17142857142857143,1350,Dorchester,1.0,0.1818181818181818,0.5333333333333333,0,1,1,0,1,1,0,0,0,1,2,26,0,0,1,10,3,1,0,33,9,43
102889,OTHER,1,YES,White,Fair,PROBABLE CAUSE,INVESTIGATIVE,TRESPASSING,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8949.0,95151,1,0.14285714285714285,4771,Dorchester,0.0,0.2727272727272727,0.8,0,1,0,0,0,1,0,0,1,0,12,18,0,0,1,29,3,1,5,15,3,10
87791,OTHER,1,YES,Black,Med,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8662.0,97285,6,0.18571428571428572,1350,Dorchester,0.25,0.5454545454545454,0.2,0,1,0,0,0,1,0,0,1,0,1,28,0,0,1,34,3,1,1,12,0,0
84067,OTHER,1,YES,Black,Dark,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8949.0,102680,1,0.17142857142857143,543,Boston,0.5,0.5454545454545454,0.6666666666666666,0,0,0,1,0,1,0,0,1,0,2,2,0,0,0,4,3,1,1,11,11,36
59431,OTHER,1,YES,Black,Light,PROBABLE CAUSE,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,86124.0,81410,16,0.15714285714285714,485,OTHER,0.5,0.1818181818181818,0.26666666666666666,0,1,0,1,1,1,0,0,1,0,8,6,0,0,2,18,3,1,0,18,7,45
92707,OTHER,1,YES,White,Med,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,86199.0,81410,16,0.32857142857142857,OTHER,Hyde Park,1.0,0.1818181818181818,0.2,0,1,0,1,0,1,0,0,1,0,6,3,0,0,2,28,3,1,1,5,10,45
46905,OTHER,1,YES,Black,Med,REASONABLE SUSPICION,RADIO CALL,INVESTIGATE,FORD,2000.0,RED,PASSENGER,MA,8695.0,12027,5,0.18571428571428572,1350,Dorchester,0.25,0.4545454545454545,0.3666666666666667,0,1,0,1,0,1,0,0,1,0,1,1,2,11,1,10,3,1,6,18,8,20
71506,OTHER,1,YES,White,Fair,PROBABLE CAUSE,INVESTIGATIVE,TRESPASSING,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8662.0,10164,6,0.14285714285714285,106,OTHER,0.0,0.5454545454545454,0.3666666666666667,0,0,0,1,0,1,0,1,0,0,12,18,0,0,0,23,3,4,3,15,8,9
100708,OTHER,1,YES,Black,Dark,REASONABLE SUSPICION,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8949.0,56151,4,0.17142857142857143,485,Roxbury,0.0,0.36363636363636365,0.4,0,1,0,0,0,1,0,0,1,0,2,2,0,0,0,25,3,1,0,19,7,46
67096,OTHER,1,YES,Black,Dark,PROBABLE CAUSE,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11826.0,80411,16,0.17142857142857143,485,OTHER,0.0,0.5454545454545454,0.13333333333333333,0,1,0,1,1,1,0,0,1,0,2,2,0,0,2,18,0,0,0,18,0,54
139377,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11756.0,116945,9,0.18571428571428572,822,Jamaica Plain,0.75,0.5454545454545454,0.8333333333333334,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,24,3,1,5,2,13,36
60628,OTHER,1,YES,Hispanic,Med,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8940.0,51102,3,0.18571428571428572,485,Roxbury,0.0,0.5454545454545454,0.9,0,1,0,0,0,1,0,0,1,0,5,4,0,0,0,8,3,1,1,12,13,56
28666,OTHER,1,YES,White,Fair,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,FORD,2000.0,RED,DRIVER,MA,8695.0,103787,5,0.14285714285714285,1350,OTHER,0.25,0.1818181818181818,0.03333333333333333,0,0,0,1,0,0,1,0,1,0,12,18,3,7,0,30,3,4,1,18,10,45
144967,OTHER,1,YES,Black,Dark,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8695.0,93855,5,0.17142857142857143,1350,OTHER,0.0,0.2727272727272727,0.8666666666666667,0,1,0,0,0,1,0,0,1,1,2,26,0,0,0,30,3,1,1,12,3,10
10767,OTHER,1,NO,Black,Dark,PROBABLE CAUSE,MOTOR VEHICLE VIOLATION,VAL,FORD,2000.0,RED,DRIVER,MA,10965.0,OTHER,5,0.14285714285714285,1350,Dorchester,0.75,0.9090909090909091,0.13333333333333333,0,0,0,1,0,1,0,0,1,0,4,8,3,7,1,10,1,3,2,3,6,29
136848,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11689.0,74876,16,0.18571428571428572,OTHER,Dorchester,0.0,0.9090909090909091,0.8,0,1,0,1,0,1,0,0,1,0,1,28,0,0,2,3,3,1,5,2,2,57
99640,OTHER,1,NO,Black,Dark,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,HONDA,2001.0,BLUE,DRIVER,MA,11612.0,106678,16,0.14285714285714285,OTHER,Dorchester,1.0,0.1818181818181818,0.2,0,1,0,1,0,1,0,0,1,0,4,8,6,4,2,3,29,4,5,2,10,45
10444,OTHER,1,YES,Black,Dark,PROBABLE CAUSE,RADIO CALL,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10502.0,83575,16,0.17142857142857143,OTHER,Mattapan,0.5,0.4545454545454545,0.26666666666666666,0,1,0,1,1,1,0,0,1,0,2,2,0,0,2,13,15,1,4,18,8,20
6370,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,OTHER,102350,9,0.18571428571428572,822,Roxbury,0.75,0.36363636363636365,0.6333333333333333,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,33,3,1,5,22,1,1
66702,OTHER,1,YES,Black,Med,REASONABLE SUSPICION,MOTOR VEHICLE VIOLATION,VAL,FORD,2000.0,RED,PASSENGER,MA,12283.0,107106,3,0.18571428571428572,485,Mattapan,0.0,0.7272727272727273,0.5,0,1,0,1,1,1,0,0,1,0,1,1,2,11,0,22,7,1,6,28,14,31
79867,OTHER,1,NO,White,Light,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11596.0,11596,2,0.17142857142857143,506,East Boston,0.25,0.9090909090909091,0.3333333333333333,0,0,0,1,0,1,0,0,1,0,10,10,0,0,0,11,3,1,3,10,12,57
121709,OTHER,1,NO,Hispanic,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11610.0,103720,3,0.1,485,Dorchester,0.25,0.8181818181818182,0.03333333333333333,0,1,0,0,0,1,0,0,1,0,9,14,0,0,1,5,18,4,5,22,6,52
140384,OTHER,1,YES,White,OTHER,PROBABLE CAUSE,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11756.0,116885,4,0.2142857142857143,485,Mattapan,0.25,0.6363636363636364,0.8333333333333334,0,1,0,1,0,1,0,0,1,0,13,21,0,0,0,19,3,1,0,18,13,11
74703,OTHER,1,YES,Black,Med,PROBABLE CAUSE,OTHER,INVESTIGATE,HONDA,2003.0,GREY,PASSENGER,MA,86124.0,93855,16,0.18571428571428572,4562,Boston,0.5,0.1818181818181818,0.4666666666666667,0,1,0,1,1,1,1,0,1,0,1,1,4,8,2,9,3,1,0,18,9,43
77879,OTHER,1,YES,Hispanic,Light,PROBABLE CAUSE,RADIO CALL,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,7358.0,11168,11,0.14285714285714285,OTHER,Roslindale,0.75,0.2727272727272727,0.23333333333333334,0,1,0,1,0,1,0,0,1,0,7,20,0,0,0,15,21,4,4,18,7,12
33752,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,WARRANTS,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11610.0,92675,3,0.18571428571428572,485,Roxbury,0.5,0.36363636363636365,0.26666666666666666,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,8,10,1,3,23,7,46
113400,OTHER,1,YES,Black,Dark,REASONABLE SUSPICION,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8949.0,10061,1,0.17142857142857143,4771,South End,0.25,0.09090909090909091,0.3666666666666667,0,1,0,0,0,1,0,0,1,0,2,2,0,0,0,48,3,1,0,19,7,27
146680,OTHER,1,YES,Black,Dark,REASONABLE SUSPICION,RADIO CALL,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11610.0,116220,3,0.17142857142857143,485,Dorchester,0.5,0.09090909090909091,0.0,0,1,0,1,0,1,0,0,1,0,2,26,0,0,1,5,3,1,6,18,4,14
63773,OTHER,1,YES,Black,Med,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11312.0,83200,16,0.18571428571428572,OTHER,Hyde Park,0.75,0.36363636363636365,0.06666666666666668,0,1,0,1,0,1,0,0,1,0,1,1,0,0,2,28,3,1,1,5,10,28
113329,OTHER,1,YES,Black,Med,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,TOYOTA,2001.0,WHITE,DRIVER,MA,11612.0,103611,16,0.18571428571428572,OTHER,Roxbury,1.0,0.0,0.06666666666666668,0,1,1,1,1,1,0,0,1,0,1,1,3,3,2,7,8,4,1,5,4,30
78032,OTHER,1,YES,Black,Dark,REASONABLE SUSPICION,RADIO CALL,GUNSHOTS,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,86124.0,91908,16,0.17142857142857143,OTHER,Dorchester,0.25,0.36363636363636365,0.8,0,1,1,0,1,1,0,0,1,0,2,2,0,0,2,3,23,1,6,8,3,55
25562,OTHER,1,NO,Hispanic,Med,PROBABLE CAUSE,INVESTIGATIVE,VAL,HONDA,2002.0,GREY,DRIVER,MA,10739.0,91908,16,0.1,OTHER,Roxbury,0.0,0.09090909090909091,0.5666666666666667,0,1,0,1,0,1,0,0,1,0,9,12,1,10,2,7,23,1,2,24,9,15
32557,OTHER,1,YES,Black,Med,CONSENT SEARCH,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11826.0,55238,16,0.18571428571428572,485,OTHER,0.0,0.9999999999999999,0.5,0,1,0,1,0,1,0,0,1,0,1,1,0,0,2,18,24,1,0,18,12,2
65137,OTHER,1,NO,White,Light,REASONABLE SUSPICION,RADIO CALL,OTHER,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8773.0,116893,8,0.17142857142857143,2893,Boston,0.75,0.0,0.3666666666666667,0,1,0,1,0,1,0,0,1,0,10,32,0,0,0,12,3,1,6,31,4,30
36798,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11610.0,82917,6,0.18571428571428572,OTHER,South Boston,0.75,0.36363636363636365,0.5333333333333333,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,6,3,1,5,2,1,1
128284,OTHER,1,YES,Black,Dark,PROBABLE CAUSE,RADIO CALL,VAL,HONDA,2003.0,GREY,PASSENGER,MA,11756.0,108883,4,0.17142857142857143,3844,Hyde Park,0.75,0.1818181818181818,0.26666666666666666,0,0,0,1,1,0,1,0,1,0,2,2,4,8,0,42,3,4,4,15,7,45
1184,OTHER,1,YES,White,Light,PROBABLE CAUSE,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10060.0,102949,1,0.2571428571428571,2800,Charlestown,0.25,0.5454545454545454,0.1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,20,3,1,0,18,0,54
109177,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,FORD,2000.0,RED,DRIVER,MA,11359.0,93863,10,0.18571428571428572,OTHER,OTHER,0.5,0.36363636363636365,0.16666666666666669,0,1,0,1,0,1,0,0,1,0,1,1,3,7,0,2,3,1,5,2,10,46
119976,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,FIREARM,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10739.0,93854,16,0.18571428571428572,OTHER,Hyde Park,0.25,0.8181818181818182,0.3666666666666667,0,1,0,1,0,1,0,0,1,0,1,1,0,0,2,28,3,1,2,23,12,40
48749,OTHER,1,YES,Hispanic,Med,REASONABLE SUSPICION,INVESTIGATIVE,DISTURBANCE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8311.0,OTHER,10,0.18571428571428572,OTHER,OTHER,0.25,0.1818181818181818,0.23333333333333334,0,1,0,1,0,1,0,0,1,0,5,4,0,0,0,2,1,3,1,14,7,45
59582,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,PROSTITUTION,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11610.0,102413,3,0.18571428571428572,485,Dorchester,0.0,0.5454545454545454,0.1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,5,3,1,2,23,0,54
29729,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,VAL,HONDA,2002.0,BLACK,PASSENGER,MA,11756.0,83788,4,0.18571428571428572,485,Dorchester,0.0,0.2727272727272727,0.6333333333333333,0,0,0,0,1,1,1,0,1,0,1,1,2,6,1,1,25,1,2,15,1,22
3682,OTHER,1,YES,Black,Light,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10739.0,91925,16,0.15714285714285714,OTHER,Dorchester,0.25,0.6363636363636364,0.26666666666666666,0,1,0,0,0,1,0,0,1,0,8,6,0,0,2,3,3,1,5,22,8,24
15154,OTHER,1,YES,Black,Med,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11613.0,11613,9,0.18571428571428572,822,Roxbury,0.5,0.36363636363636365,0.6666666666666666,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,33,3,1,5,22,1,55
31711,OTHER,1,YES,White,Light,CONSENT SEARCH,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8695.0,75645,5,0.2571428571428571,1350,Dorchester,0.25,0.0,0.4666666666666667,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,10,3,1,3,34,9,8
81332,OTHER,1,YES,White,Light,REASONABLE SUSPICION,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,10251.0,11106,8,0.2571428571428571,2893,Boston,0.0,0.8181818181818182,0.23333333333333334,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,12,3,4,0,18,12,40
41984,OTHER,1,YES,Black,Med,CONSENT SEARCH,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11610.0,107106,3,0.18571428571428572,485,Dorchester,0.25,0.8181818181818182,0.3,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,5,7,1,0,18,12,40
128088,OTHER,1,YES,Black,Dark,PROBABLE CAUSE,MOTOR VEHICLE VIOLATION,INVESTIGATE,HONDA,2002.0,BLACK,PASSENGER,MA,11756.0,99725,16,0.17142857142857143,485,West Roxbury,0.0,0.36363636363636365,0.7,0,1,1,1,1,1,1,0,1,0,2,2,2,6,0,47,3,1,2,16,1,55
109814,OTHER,1,YES,Hispanic,Light,PROBABLE CAUSE,INVESTIGATIVE,DRUGS,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11312.0,56108,16,0.14285714285714285,OTHER,Dorchester,0.75,0.09090909090909091,0.0,0,0,0,1,0,1,0,1,0,0,7,20,0,0,1,3,12,1,3,30,4,14
123489,OTHER,1,YES,Black,Dark,PROBABLE CAUSE,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11689.0,105620,16,0.17142857142857143,4562,Boston,0.75,0.36363636363636365,0.13333333333333333,0,1,0,1,1,1,0,0,1,0,2,2,0,0,2,9,3,4,5,2,10,28
65673,OTHER,1,YES,Hispanic,Med,REASONABLE SUSPICION,INVESTIGATIVE,DISPUTE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8773.0,97369,5,0.18571428571428572,1350,Dorchester,0.5,0.6363636363636364,0.5666666666666667,0,1,0,1,0,1,0,0,1,0,5,4,0,0,1,10,3,1,1,14,11,42
84852,OTHER,1,YES,White,Light,REASONABLE SUSPICION,RADIO CALL,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11359.0,11448,10,0.2571428571428571,OTHER,Dorchester,0.5,0.0,0.6666666666666666,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,40,3,4,6,18,9,35
33623,OTHER,1,YES,Black,Med,CONSENT SEARCH,INVESTIGATIVE,VAL,HONDA,2002.0,GREY,DRIVER,MA,11312.0,98656,16,0.18571428571428572,4562,Boston,0.75,0.2727272727272727,0.8333333333333334,0,1,1,1,1,1,1,0,1,0,1,28,5,10,2,9,2,1,2,15,3,10
7785,OTHER,1,NO,White,Light,PROBABLE CAUSE,INVESTIGATIVE,AFFRAY,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11610.0,OTHER,3,0.17142857142857143,485,Roxbury,0.25,0.8181818181818182,0.8333333333333334,0,1,0,1,1,1,0,0,1,1,10,10,0,0,0,8,1,3,2,23,5,50
107972,OTHER,1,YES,Black,Med,PROBABLE CAUSE,RADIO CALL,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11610.0,106317,3,0.18571428571428572,485,Dorchester,0.75,0.36363636363636365,0.9333333333333333,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,5,3,4,4,35,3,55
128960,OTHER,1,YES,White,Light,PROBABLE CAUSE,OTHER,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,11689.0,93854,16,0.2571428571428571,OTHER,Dorchester,0.5,0.5454545454545454,0.7333333333333333,0,1,0,1,0,1,0,0,1,0,0,0,0,0,2,3,3,1,0,18,11,36
141062,OTHER,1,YES,Hispanic,Light,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8835.0,95177,3,0.14285714285714285,485,Roxbury,0.25,0.09090909090909091,0.4666666666666667,0,1,0,0,1,1,0,0,1,0,7,5,0,0,0,8,9,1,1,12,9,15
43973,OTHER,1,YES,White,Light,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8949.0,54335,1,0.2571428571428571,543,Boston,0.5,0.0,0.4666666666666667,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,4,3,1,1,11,9,8
1106,OTHER,1,YES,Black,Dark,PROBABLE CAUSE,RADIO CALL,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,8662.0,116285,8,0.17142857142857143,2893,Boston,0.75,0.36363636363636365,0.13333333333333333,0,1,1,1,0,1,0,0,0,1,2,26,0,0,0,12,3,1,4,4,10,28
4681,OTHER,1,YES,White,Med,REASONABLE SUSPICION,INVESTIGATIVE,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,9600.0,106718,1,0.32857142857142857,543,Boston,1.0,0.09090909090909091,0.4,0,0,0,1,0,1,0,0,1,0,6,3,0,0,0,4,22,4,1,11,9,15
151918,OTHER,1,YES,Black,Dark,REASONABLE SUSPICION,RADIO CALL,INVESTIGATE,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,NO VEHICLE INVOLVED,12283.0,116220,3,0.17142857142857143,485,OTHER,1.0,0.36363636363636365,0.3,0,1,0,1,1,1,0,0,1,0,2,2,0,0,0,17,3,1,6,18,7,46
